"Gene","uniprot_id","N_seq","Old_OP_S06_Pre","Old_OP_S11_Pre","Old_OP_S12_Pre","Old_OP_S17_Pre","Old_O_S05_Pre","Old_O_S06_Pre","Old_O_S07_Pre","Old_O_S10_Pre","Old_O_S16_Pre","Old_O_S17_Pre","Old_O_S24_Post","Old_O_S24_Pre","Old_O_S28_Pre","Old_O_S29_Pre","Old_O_S32_Pre","Old_O_S35_Pre","Old_OP_S06_Post","Old_OP_S11_Post","Old_OP_S12_Post","Old_OP_S17_Post","Old_O_S05_Post","Old_O_S06_Post","Old_O_S07_Post","Old_O_S10_Post","Old_O_S16_Post","Old_O_S17_Post","Old_O_S28_Post","Old_O_S29_Post","Old_O_S32_Post","Old_O_S35_Post","Young_YP_S14_Pre","Young_YP_S45_Pre","Young_YP_S56_Pre","Young_Y_S01_Pre","Young_Y_S05_Pre","Young_Y_S07_Pre","Young_Y_S10_Pre","Young_Y_S11_Pre","Young_Y_S16_Pre","Young_Y_S28_Pre","Young_Y_S30_Pre","Young_Y_S31_Pre","Young_Y_S32_Pre","Young_Y_S34_Pre","Young_Y_S35_Pre","Young_Y_S36_Pre","Young_Y_S40_Pre","Young_YP_S14_Post","Young_YP_S45_Post","Young_YP_S56_Post","Young_Y_S01_Post","Young_Y_S05_Post","Young_Y_S07_Post","Young_Y_S10_Post","Young_Y_S11_Post","Young_Y_S16_Post","Young_Y_S28_Post","Young_Y_S30_Post","Young_Y_S31_Post","Young_Y_S32_Post","Young_Y_S34_Post","Young_Y_S35_Post","Young_Y_S36_Post","Young_Y_S40_Post","Contaminant"
"OSBPL11","Q9BXB4","1",NA,23798.3,NA,13360,23414.2,26325.5,NA,15738.4,18506.5,18684,NA,NA,13365,21036.5,21625,27572.4,29072.2,27087.8,16027.7,NA,15481.6,29245.9,20419.8,24504.7,NA,31572.1,NA,11363.6,26044.1,39414.7,NA,NA,23947.1,NA,NA,NA,NA,NA,NA,29106.1,20549.4,NA,NA,NA,20774.9,NA,NA,20157.4,NA,23014.5,26302,NA,NA,NA,NA,28536.2,NA,31680.7,31178.2,23378.1,NA,20592.7,NA,25934.9,"-"
"OSBPL1A","Q9BXW6","5",173609,126079,144254,183759,155126,154040,167708,218769,180957,138610,195721,135634,227557,158729,187253,142501,140597,190655,148324,198406,248433,168544,221306,184984,151499,193266,180470,153284,189043,204933,192315,NA,225164,NA,NA,NA,107058,NA,229287,303576,173267,204704,141746,NA,206159,165388,183794,213814,277288,188428,158342,144297,NA,138967,175329,198379,159034,201295,201164,181169,238665,159793,237707,204894,"-"
"OSBPL6","Q9BZF3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107348,"-"
"OSGEP","Q9NPF4","2",138605,125337,104730,145767,97310.1,115385,74051.5,86385.3,135735,96331.3,114615,66359,145290,104588,123945,91936.9,139569,96040.6,121308,145189,112636,148159,92745.6,83819.1,127205,117414,160191,119245,112192,103749,NA,NA,158775,NA,NA,NA,NA,NA,129063,153885,NA,NA,85755.4,NA,162496,100340,108810,106337,NA,129695,165416,NA,NA,NA,145103,141825,58805.6,127572,97317.9,133327,243181,115518,NA,135082,"-"
"OSTC","Q9NRP0","1",NA,285229,269708,NA,228431,312803,NA,235230,350893,280813,268805,164209,368624,277081,315724,298328,169799,325131,279206,NA,186832,498811,305801,271901,270348,214576,316073,385837,337175,327569,NA,NA,NA,NA,NA,160400,382787,631246,363431,NA,NA,NA,NA,NA,NA,NA,217395,248777,NA,204486,338995,NA,188690,601715,NA,318864,338312,NA,NA,NA,NA,203244,NA,251633,"-"
"OTUB1","Q96FW1","8",3989730,3042090,2906680,3053960,3112460,2888140,3058810,3405410,3266030,3684810,2931080,3431740,2762730,2982510,3048450,2995630,3500310,2711980,3053200,2626320,3022060,2981890,2520760,2350530,3221760,3185080,3098330,3404460,2777500,2932220,1617490,2279100,2503460,2030290,NA,1757000,2320130,2329320,2714340,2179760,2358450,2010300,2031830,NA,2462520,2723500,2160220,2335380,1815600,2392520,2395950,1997890,1924620,1950950,1821980,1824800,2607610,2245330,2270270,2066890,2523820,2395750,2583320,1845750,"-"
"OVCA2","Q8WZ82","1",NA,124292,161104,232169,NA,NA,NA,NA,NA,NA,227726,212041,NA,NA,NA,NA,196205,NA,253030,NA,NA,NA,173965,153349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226165,NA,NA,NA,198979,NA,319803,"-"
"OXA1L","Q15070","1",NA,24797.6,31147,113873,NA,53002.8,NA,NA,NA,NA,NA,12728.8,NA,28869.9,65780.4,53304.8,NA,67663.7,NA,NA,42025.7,46579.9,19506.3,NA,35512.2,79946.8,NA,NA,30536.3,46482.1,NA,NA,70568.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43027.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"OXCT1","P55809","4",410650,322772,198930,475503,347108,549616,99179.3,569198,167463,400265,268584,212479,NA,607486,280636,513358,283694,473158,182356,419748,313054,587121,105580,411780,240672,NA,NA,105021,237778,264856,460563,NA,274923,NA,NA,NA,NA,NA,285193,NA,169515,NA,313433,NA,NA,NA,NA,314016,NA,158513,NA,NA,NA,NA,372710,NA,NA,307027,NA,243886,NA,NA,NA,145754,"-"
"OXSM","Q9NWU1","2",NA,160627,170045,286875,120563,247823,NA,175126,147148,186745,222980,248316,141458,221130,236418,243578,72767.9,263860,173673,293490,231474,151119,175753,177144,145190,224393,188325,238298,135726,162359,NA,NA,151822,109101,NA,NA,NA,NA,NA,NA,NA,206993,NA,157709,NA,NA,276138,210520,NA,107625,164908,NA,NA,NA,NA,167462,173854,NA,NA,139949,NA,NA,NA,NA,"-"
"OXSR1","O95747","11",1992240,1581920,1472880,1620990,2278310,1708550,1771320,1919040,1829310,1613250,1518610,1593410,2081500,1578310,1508390,1675230,1673150,1544780,1706650,2080800,1659710,1421470,1437840,1834300,1888240,1535040,2278110,1857290,1389570,1354950,2032890,1763820,1554710,1528970,1101990,1399020,1648230,1869490,1538160,1486780,1338140,1931280,1516530,1328250,1787660,1887820,1648790,1510500,1794060,1488690,1660260,1526800,2173820,2013570,1699790,1435360,1797290,1389260,1696590,1363210,1440480,1365220,1809590,1396190,"-"
"P3H4","Q92791","2",7478660,7905770,NA,5258940,4340780,NA,6758010,7387320,2304680,5343840,7951830,5295310,3870450,6533030,5550000,NA,6345000,10644500,NA,4339830,4036840,5269790,7992770,5978310,4723540,4028690,3679050,11665700,5563710,11816000,1775830,NA,NA,10929600,NA,3861710,4125080,NA,NA,10609500,9278550,10858500,4990990,11574500,7508670,10449300,7396220,1961790,4587950,7220520,3908880,NA,NA,2212770,2479250,8125180,3599900,9458620,9757820,3291660,14190000,3978590,8093140,8246620,"-"
"P4HB","P07237","27",22747200,23110100,19040900,22035000,25049400,19233900,23192400,25910600,20876300,21743400,17979900,16786300,22875200,20387600,25162400,20873900,24745200,21219000,21306300,21031700,20997000,26711300,20375400,20135500,20326100,22496600,20230100,28457300,19944400,20485800,19752800,27954600,19999400,22995900,23770900,21608700,25717400,26956300,22327800,19199200,21250400,24148900,23325500,19985600,21401900,23594100,21741800,21842600,25419700,23531700,23407800,20272600,26482500,31403900,21417700,21994900,21978700,19570500,20865700,23295500,21361200,19064000,24302000,26069700,"-"
"PA2G4","Q9UQ80","16",3517180,3667340,1501940,2704720,3088140,3685630,2441030,4091730,3701810,3938140,2610240,1435290,3524290,3547600,3205020,3074800,2766330,4144310,2466260,2586690,3529430,5080630,3269390,3220930,4024540,4291010,2769730,3819190,3512460,3493800,3287390,3611680,3336070,4344130,3572540,2183010,3079180,3251860,2843910,4196180,4034230,3735010,2846140,2509240,3787280,3345210,3088340,2406140,3160450,3061350,3070370,3584370,4391250,5033620,3459340,2696560,3118820,2825230,4146920,2469670,3905550,3807120,3909480,4938980,"-"
"PABPC1","P11940","7",1124530,1220260,1134500,1401070,1560140,1339930,712400,1053570,1321530,1248280,989442,1030690,1273810,1164440,1117500,1312200,1058510,1453190,1121880,1192660,1147590,1318870,1145370,1200540,1426600,1139390,1269890,1104840,1001270,1076820,964015,1193530,1152440,1603560,1177120,1071590,942132,1190570,1201620,1025280,1160780,967981,1179500,1527580,1093850,1276600,1223870,1223410,1294900,1086830,1421310,844875,829873,851685,1292580,1113090,1084600,1058660,1243770,1206670,1330720,1106020,1218260,1265750,"-"
"PABPC4","Q13310","6",NA,1992830,1465600,NA,837695,1677370,NA,1064650,1839540,1063140,969839,867358,1140640,2113770,1098040,1970390,1118490,2072270,1070880,NA,1742190,2170160,1553420,1467000,1811500,1749590,1017940,NA,1034550,1057970,NA,819741,1519610,NA,3901020,2129190,1538780,2742710,919826,NA,1292870,NA,889907,NA,NA,NA,761845,919633,794617,638581,NA,1097980,4673060,3360220,NA,NA,1266080,1082020,1284020,927198,NA,1061260,NA,1252240,"-"
"PACSIN2","Q9UNF0","5",NA,176992,141009,168125,122771,123170,72846,165550,143478,132102,240104,124853,149755,192441,250000,146437,121798,223787,NA,130258,109059,210783,167577,127635,99937.7,197482,130493,160426,170637,183928,NA,120732,167144,NA,NA,NA,NA,NA,148063,NA,130000,NA,NA,NA,109384,NA,106375,92501.3,NA,136618,NA,NA,NA,NA,NA,NA,NA,109978,NA,98898.9,NA,142437,103565,199286,"-"
"PACSIN3","Q9UKS6","13",15701700,15852000,8336210,13994500,15082100,13711900,12958900,18516400,10973100,16884800,14924000,7587320,16232500,15300700,17657700,12547100,15567700,17120800,10820400,11430100,14941300,19631700,20204200,12265400,12022700,17688100,13569600,21785800,18641200,16982900,10470500,17219500,12640400,12258500,5305130,9832810,10592900,7242640,11792400,13488600,11797800,11837700,11769400,11874400,16638000,13555700,14279200,8163210,16280900,9195810,9327720,6262680,5895980,11024000,14042200,9094960,10735800,9818300,11026300,9396650,9758000,15102400,13044500,18070800,"-"
"PADI2","Q9Y2J8","22",48017200,40542400,42464100,63058400,59058200,48746800,50582000,47189700,45334200,47464000,37511200,27511200,40559900,36288600,45365000,41961500,62762800,48147000,50356900,56177900,39443200,59817500,48754900,45135900,46056800,47318900,44584100,45269200,40460500,48183900,43144200,38132400,46654200,35207000,66634400,48751400,33247200,38235800,31659700,47821400,34340700,41637200,41365300,37583400,51301500,48211400,35748400,43964000,44177100,78091100,43997000,48983100,83453500,73540000,39205000,35457700,42872800,39282200,49509400,45423600,40143100,37729300,46920300,33612000,"-"
"PAFAH1B1","P43034","17",3242620,2500620,2242640,3390970,3679620,2514270,2936620,2526020,2171670,2970580,2967500,2435460,2619170,1971520,1692520,2732680,3172750,2273920,2831740,3195810,2222520,2492030,1906250,3310420,2141000,2134110,3017040,1627760,2439290,2913440,3329730,3173530,2982680,3757620,1396600,1617420,1758480,1751730,3190290,3745510,3597870,1410910,3291500,2027980,3279090,3258640,3514500,3295230,3369830,3615470,3314220,1546410,2464780,1901730,1646150,3563370,3326780,3341560,4330720,4069300,4192850,2775330,3298130,3598680,"-"
"PAFAH1B2","P68402","1",699892,766617,364860,628556,642944,628752,451448,321859,816853,697849,794602,1040020,1144120,746452,1151380,762299,1288380,869833,887391,NA,552365,1017440,745740,NA,624170,600409,967814,NA,882568,814738,NA,432059,NA,NA,686421,1014060,2604620,674258,537388,464690,594463,NA,NA,NA,615579,NA,882274,NA,634738,NA,NA,876880,NA,NA,NA,403158,NA,NA,NA,NA,NA,704258,NA,834676,"-"
"PAFAH1B3","Q15102","5",879589,570674,492996,338289,425036,NA,298411,829522,629973,683140,422759,619994,570908,388668,773458,440763,846427,497723,412784,296084,453608,210739,542153,638520,515979,775768,866198,1343880,546317,496306,628306,NA,397487,331962,NA,490027,NA,363259,623869,504401,NA,406219,339931,NA,515710,NA,676902,590003,NA,380032,NA,NA,711583,433253,NA,530911,721291,528597,333603,435253,362329,531449,NA,510841,"-"
"PAFAH2","Q99487","1",2973980,1752750,1413030,2316690,1976410,2445500,NA,2274810,2217020,2473370,1239200,2339910,2141750,3020350,1763540,1544530,1741670,1749400,1791990,3650340,1517900,1680680,1590260,2940480,1802760,2085830,2554630,2811550,NA,1850440,3550900,2619810,2504230,4185310,NA,NA,1606550,1979000,1801850,2099100,885577,2572640,2419830,1705000,1455890,1973850,NA,2141510,2032590,2520450,2068620,1997270,2500070,2272990,2874960,1825520,2176380,1198710,2326340,2041600,1785610,1811810,2701880,NA,"-"
"PAICS","P22234","10",687559,692512,608001,710153,670237,613845,862576,751889,620770,643402,654143,716658,594905,677836,578001,810758,608095,667771,609361,919821,778579,787624,799886,828630,620081,578317,791340,674121,611097,647261,542570,707328,749644,677956,830179,529803,664775,649043,746093,737468,714381,658763,826742,677105,760049,893348,558536,825212,632856,793460,825097,677130,1238150,824469,500161,771575,652381,848035,965685,936729,714770,677063,829000,671784,"-"
"PAIP1","Q9H074","2",108760,120578,124509,117485,158315,171915,106330,139832,122611,138528,141124,97030.8,116549,184610,161944,125186,148806,152047,131843,74745.4,159310,204208,148893,169000,127554,139724,121545,120540,149104,136321,NA,87703.1,90000,129405,NA,58833,NA,94659.2,121844,73102.7,119966,204074,119227,NA,97309.8,135705,92336.4,76031.6,85072,104467,143093,NA,95825.4,77946.8,66567.6,120364,91692.5,112865,89653.6,122473,83719,86604,168190,115951,"-"
"PAK1","Q13153","4",NA,NA,62013.4,NA,54904.8,NA,NA,NA,NA,NA,72299.2,67392.6,NA,57349.5,94215.8,82048.2,51725.5,88427.4,46421.7,NA,NA,NA,57919.1,NA,52497.8,NA,53924,127855,119449,90631.6,NA,NA,55773.5,NA,NA,NA,NA,NA,NA,NA,48535.8,NA,NA,NA,NA,NA,NA,80749.8,NA,127026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34126.8,"-"
"PAK2","Q13177","8",1170770,814448,893677,991099,441470,892142,714537,771321,947892,806533,1019970,1053180,868202,1099270,1226500,1188290,1043790,873924,709519,943205,1148300,1295460,756641,1005360,914714,883522,976088,1190400,720784,1102080,852106,690899,1050640,853954,NA,547395,626358,758028,1034970,1038320,764528,925199,1038950,545969,738502,1111900,909176,1110870,718475,1168410,1139850,672825,848638,898356,595640,1014230,879297,1148460,1149590,1233580,1123680,1057660,915951,950475,"-"
"PALLD","Q8WX93","5",863299,1015420,360808,802612,1039980,1116010,506944,1132010,825849,979347,649830,149736,1267890,1099980,976172,1016780,456796,1320730,555063,680394,900754,971786,714380,664493,665988,864274,1038730,949498,1212860,1185660,943894,1538930,728726,1151890,NA,155776,NA,NA,995134,888220,1232820,761283,930593,491097,987676,1098180,848234,375943,1091370,472846,1442480,776056,669478,392227,1135650,856766,573969,877667,1300050,768318,1403860,778466,1686280,1847500,"-"
"PALMD","Q9NP74","5",NA,149786,108387,175304,152501,NA,247011,200592,129908,148200,201805,145018,219050,198276,125964,149518,NA,172521,140985,NA,155627,174328,145905,171665,176943,112930,174676,190480,192694,193086,NA,189642,182399,114435,NA,NA,101357,182676,133823,139134,140673,127652,NA,NA,114705,96472.8,NA,134429,138978,217710,NA,NA,NA,347783,167405,NA,NA,85325.6,123559,NA,131487,134592,126414,131579,"-"
"PANK4","Q9NVE7","16",604197,648487,680728,788572,830904,818938,592975,491790,727227,774721,785843,805154,812531,594297,635421,804678,644365,642286,686753,595553,780636,468945,672971,458750,834456,746480,834510,549409,654508,624391,758336,706216,752574,531333,368787,362899,329638,417958,720531,775440,488637,618410,692891,451235,720001,700045,562616,801756,721814,678098,735105,469942,369488,221685,487163,661554,607648,618938,828369,852524,734095,675104,604742,492197,"-"
"PANX1","Q96RD7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155317,NA,NA,NA,135804,NA,NA,NA,NA,NA,NA,NA,189355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201707,NA,NA,NA,NA,135963,144163,95167.7,NA,NA,NA,591289,682415,632334,NA,NA,NA,190183,282111,180542,NA,204360,NA,270651,"-"
"PARK7","Q99497","14",151606000,102246000,119596000,142092000,148832000,145301000,169918000,156945000,112781000,122635000,115395000,141074000,163827000,128877000,102943000,120948000,130628000,90025400,115433000,144253000,125210000,108918000,139194000,128387000,127562000,107219000,139802000,126887000,144540000,108581000,181586000,183224000,126984000,130894000,107352000,135206000,131805000,136171000,136548000,152312000,145914000,140246000,126786000,133149000,142956000,144037000,131328000,136410000,144905000,112224000,136118000,130787000,129149000,98694000,140451000,147341000,183997000,133297000,121482000,131172000,164243000,97703500,147852000,73328800,"-"
"PARP1","P09874","12",740148,1028850,618639,771306,528866,895128,598407,686382,799129,988525,916953,375880,993224,943438,1163540,711706,749186,1112710,816234,592584,796990,890866,757838,610717,968934,1019130,1018040,936478,981744,713335,640604,699531,1039260,804944,NA,446880,NA,580298,876381,703581,753551,540391,637117,NA,1140650,833799,662222,568504,709904,650538,665596,NA,NA,480981,431313,722157,680164,753512,608956,533365,711805,813258,858778,654788,"-"
"PARVA","Q9NVD7","4",214735,NA,NA,163301,NA,168075,166824,199566,249704,139232,118338,NA,155283,198950,178730,144362,150551,109731,NA,123399,157710,198132,178360,174861,241124,177727,119151,168537,196840,121283,NA,166656,124935,NA,NA,NA,NA,NA,162725,NA,120413,159684,174966,NA,196465,NA,142697,97556.8,NA,102812,NA,NA,NA,NA,244337,168720,199216,99110.7,NA,NA,NA,137953,139718,182509,"-"
"PARVB","Q9HBI1","5",NA,426884,NA,NA,605893,480411,439263,472256,643987,579697,541992,397504,646950,662665,529578,479874,332493,479134,481840,568100,679015,428557,588448,517240,539089,600454,459870,632100,348198,609320,517305,NA,421845,NA,NA,422520,219857,545944,498800,NA,583174,NA,NA,NA,563904,NA,613297,574687,NA,444407,480859,NA,356607,287650,546277,377932,395926,397541,380933,484905,NA,608153,395071,391806,"-"
"PAXX","Q9BUH6","2",NA,NA,NA,NA,NA,NA,9430.6,NA,NA,NA,NA,69577.9,NA,NA,NA,NA,15344.8,NA,13684.9,NA,NA,14358.5,NA,13526.4,NA,21018.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40018.4,NA,NA,NA,NA,NA,NA,NA,74101.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72605.9,NA,71860.5,NA,NA,NA,"-"
"PBDC1","Q9BVG4","2",NA,95925.4,123173,107526,55571.4,NA,NA,NA,NA,NA,137223,105955,87626.7,NA,96665.1,NA,NA,115820,NA,NA,NA,115507,NA,NA,NA,85361.8,106810,NA,NA,NA,NA,87826.3,111793,57171.3,NA,NA,NA,NA,NA,125907,NA,NA,NA,NA,105684,NA,NA,120812,NA,70461.8,100383,NA,NA,67586.3,NA,NA,NA,NA,NA,94647.8,NA,NA,NA,NA,"-"
"PBXIP1","Q96AQ6","21",17662900,21822200,18954700,21460400,24140100,19221200,24271800,26657400,20628200,24161400,20527100,10204600,25575300,23711700,21619800,21200300,16826700,19013200,21956800,17832200,18862800,22882100,19602700,21108900,18433000,21855000,21628700,23370000,24480400,18387400,20324300,20092300,23516100,17318300,16606600,19464500,17466300,18748600,16731900,16183400,19141600,18709000,17032900,16324000,21136500,18002400,15900600,20233900,18097700,30387100,18964400,13097300,21238900,20120100,17418400,15393200,20741600,15350500,19905500,16011600,16396600,13976100,16562200,17358300,"-"
"PCBD1","P61457","5",8637850,7071350,7208230,8995620,7812340,9414960,8536990,11086200,9043810,8367390,7499990,8145780,8165070,7877460,6216750,8259360,7254410,6854290,7795440,8263790,9130700,7040110,9227200,8995640,8033700,8675730,6848470,9478260,7139340,5783850,7922420,9166440,8691430,6586230,6905290,10898500,10060100,14274300,8459140,6218410,7079510,5126840,8260610,6269660,6294150,9922890,6458210,7673150,6273150,6703360,7291770,8145060,8698990,7683630,8726930,8638140,8660000,8181660,8291580,7202150,5503500,5802040,6693190,5864330,"-"
"PCBD2","Q9H0N5","5",14446400,11089600,9601080,12112600,11598700,11390700,8951960,11180700,10064700,11753700,10860900,7554750,12007000,12635600,11064400,13976100,10551800,13130200,10174200,10049200,8025120,6493450,9004710,11763600,10357300,10011600,10949800,10767600,10095600,7868560,12550200,10601500,9984160,7600310,7853220,10160000,6714690,9368880,11066100,9913810,8975530,7480760,10415100,8385190,9842340,9112090,10416200,9194310,9655070,6594160,7638570,5490170,9263070,6096460,10496200,10049600,11695200,7509250,7661470,7792210,8165880,5972170,8710760,5366720,"-"
"PCBP1","Q15365","14",16300300,13406000,14017200,15980200,20761600,14796200,13021800,15661500,15329200,13968200,15781300,13952700,14208500,14417600,14896100,15237900,15925900,15254000,15450300,15153800,15968600,18080000,15412200,15576000,16166000,16254300,13319000,12964700,14877400,13170500,13750100,16574100,13458300,15813600,28910500,24029300,23102200,26445200,16940600,14966000,14580400,17877800,14882500,12909000,15899600,16517600,13017800,12130400,15786200,15364300,13716000,21289100,32932000,28879100,14119000,15709600,15441600,13010900,14122100,12096600,13095000,13993100,14355700,12831800,"-"
"PCBP2","Q15366","6",3492100,2591680,2428250,2706680,3338040,3211420,2726970,3509850,3542750,3153610,2487980,2603720,2999660,3050850,3426630,3030240,2941620,3380080,2757920,2595700,3957470,4586230,3710220,2940900,3570130,3526630,3200890,2957560,2940270,3401520,2722560,2557320,2542400,3219830,5442180,4289390,4346760,3150680,3216000,2298430,3288540,3781910,2586910,2516310,3347720,3297640,2380620,2806670,2507420,2130840,3090560,3067470,5382660,5424510,3068620,2958380,2698470,2953940,3033680,2321580,2529360,3168200,3613460,2885290,"-"
"PCCA","P05165","11",405978,684836,645362,1205030,939317,919815,456259,722921,658049,573219,732946,619228,574632,685651,627015,892211,503634,1010010,736089,982284,757019,731982,652243,852405,621989,631170,846308,471865,520277,535562,494985,447261,777009,355638,NA,NA,362470,533201,627388,370730,488810,667874,480083,NA,493845,577885,515818,844152,457396,611244,912146,483365,543876,389180,546385,707163,NA,551947,625504,706412,673450,387207,546385,423352,"-"
"PCCB","P05166","12",202532,397295,330472,660840,419098,541180,227023,403353,364092,310120,423580,325014,338213,393516,396353,546676,291660,545615,416921,617030,417143,361548,346578,440668,392485,418816,407699,298010,329724,301793,285713,183477,439500,182256,NA,123394,NA,NA,340928,181923,228567,351438,330111,NA,267616,234209,262234,470599,145496,354266,441768,NA,NA,NA,304483,349696,NA,301754,315669,357372,326287,278378,321634,207772,"-"
"PCMT1","P22061","13",20243200,13818400,15223300,12511900,25644400,13103300,14531000,24299200,16919200,19469000,17675900,15809300,19968300,16932500,14580000,18652800,17116400,15524300,16741900,12856700,16133200,13036000,17099000,16560600,16822800,18538100,14453500,19342400,17048000,17689800,17020800,19407800,13139900,19910200,14874800,13112800,13976700,15420600,15466300,19143600,15783300,19319500,15941200,16332600,17865200,18596500,19198100,12380000,16464200,10911400,15888500,9967660,17217100,13018900,17138200,14646900,17015200,15035500,17298300,14129900,18950000,16177400,18512900,18532500,"-"
"PCNP","Q8WW12","2",NA,99901.7,NA,75926.4,63785.4,133226,NA,122957,123085,134628,NA,100716,NA,NA,132292,60597.7,57998.1,NA,81276,NA,99075,146380,103874,91599.3,121826,130302,NA,108694,NA,103379,NA,NA,106973,NA,NA,NA,NA,NA,NA,NA,58602.3,NA,NA,NA,99958.3,NA,NA,78881.8,NA,88302,NA,NA,NA,NA,NA,70156,NA,85782.3,NA,NA,NA,59963.3,NA,NA,"-"
"PCOLCE","Q15113","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26367.4,NA,NA,NA,NA,NA,NA,100684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36727.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"PCTP","Q9UKL6","2",NA,NA,375487,NA,474254,346202,NA,NA,NA,320217,NA,383999,NA,NA,NA,NA,165177,NA,NA,340999,NA,NA,NA,393160,NA,535701,NA,321874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308262,NA,NA,NA,NA,391686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
